School_ID,School_Name,Status as of 2019,Graduates_2018,Enrollments_2018,Enrollment_Pct_2018,Graduates_2017,Enrollments_2017,Enrollment_Pct_2017,Num_Enrollments_Persisting_2017,Persistence_Pct_2017,Graduates_2016,Enrollments_2016,Enrollment_Pct_2016,Num_Enrollments Persisting_2016,Persistence_Pct_2016,Graduates_2015,Enrollments_2015,Enrollment_Pct_2015,Num_Enrollments_Persisting_2015,Persistence_Pct_2015,Graduates_2014,Enrollments_2014,Enrollment_Pct_2014,Num_Enrollments_Persisting_2014,Persistence_Pct_2014,Graduates_2013,Enrollments_2013,Enrollment_Pct_2013,Num_Enrollments Persisting_2013,Persistence_Pct_2013,Graduates_2012,Enrollments_2012,Enrollment_Pct_2012,Num_Enrollments_Persisting_2012,Persistence_Pct_2012,Graduates_2011,Enrollments_2011,Enrollment_Pct_2011,Num_Enrollments_Persisting_2011,Persistence_Pct_2011,Graduates_2010,Enrollments_2010,Enrollment_Pct_2010,Num_Enrollments_Persisting_2010,Persistence_Pct_2010
610394,UPLIFT HS,,52,40,76.9,59,36,61,18,50.0,62,43,69.4,29,67.4,81,53,65.4,29,54.7,68,52,76.5,31,59.6,84,46,54.8,23,50.0,112,71,63.4,48,67.6,107,72,67.3,45,62.5,80,51,63.8,34,66.7
610402,DEVRY HS,,90,73,81.1,100,87,87,68,78.2,97,77,79.4,62,80.5,95,76,80.0,64,84.2,93,84,90.3,74,88.1,91,72,79.1,47,65.3,108,79,73.1,59,74.7,106,88,83.0,62,70.5,99,63,63.6,54,85.7
610499,COLLINS HS,,71,50,70.4,48,26,54.2,12,46.2,66,38,57.6,18,47.4,51,21,41.2,10,47.6,69,27,39.1,8,29.6,75,28,37.3,8,28.6,80,47,58.8,31,66.0,84,56,66.7,36,64.3,,,,,
610506,TEAM HS,,29,15,51.7,43,23,53.5,9,39.1,55,22,40.0,12,54.5,73,37,50.7,19,51.4,79,59,74.7,26,44.1,77,45,58.4,22,48.9,84,45,53.6,21,46.7,77,45,58.4,22,48.9,,,,,
610513,AIR FORCE HS,,64,40,62.5,45,31,68.9,20,64.5,68,36,52.9,28,77.8,91,56,61.5,43,76.8,70,36,51.4,22,61.1,76,43,56.6,26,60.5,,,,,,,,,,,,,,,
610518,AUSTIN CCA HS,,60,26,43.3,84,32,38.1,8,25.0,69,30,43.5,20,42.6,60,24,40.0,12,50.0,73,42,57.5,20,47.6,47,22,46.8,12,54.5,93,48,51.6,23,47.9,,,,,,,,,,
610524,ALCOTT HS,,63,48,76.2,57,47,82.5,36,76.6,51,33,64.7,22,66.7,47,28,59.6,16,57.1,63,39,61.9,30,76.9,59,32,54.2,23,71.9,,,,,,,,,,,,,,,
610529,OGDEN HS,,84,74,88.1,78,68,87.2,50,73.5,99,78,78.8,63,80.8,113,82,72.6,59,72.0,78,50,64.1,40,80.0,78,49,62.8,35,71.4,,,,,,,,,,,,,,,
610543,SOLORIO HS,,272,200,73.5,254,189,74.4,139,73.5,234,141,60.3,99,70.2,217,135,62.2,88,65.2,231,122,52.8,95,77.9,,,,,,,,,,,,,,,,,,,,
610547,SOUTH SHORE INTL HS,,119,102,85.7,120,98,81.7,76,77.6,116,91,78.4,62,68.1,215,138,64.2,87,63.0,,,,,,,,,,,,,,,,,,,,,,,,,
610557,PATHWAYS - ASHBURN HS,,104,20,19.2,65,16,24.6,8,50.0,68,14,20.6,8,57.1,96,18,18.8,12,66.7,99,25,25.3,14,56.0,120,19,15.8,8,42.1,142,25,17.6,12,48.0,48,14,29.2,4,28.6,,,,,
610558,GOODE HS,,164,109,66.5,178,129,72.5,89,69.0,186,123,66.1,84,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610561,CRANE MEDICAL HS,,121,92,76.0,120,105,87.5,59,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610563,BACK OF THE YARDS HS,,250,210,84.0,243,178,73.3,120,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610564,DISNEY II HS,,92,74,80.4,106,99,93.4,84,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610565,CAMELOT - EXCEL ENGLEWOOD HS,,65,8,12.3,62,9,14.5,*,*,65,15,23.1,2,13.3,77,6,7.8,*,*,40,4,10.0,*,*,,,,,,,,,,,,,,,,,,,,
610566,BRIDGESCAPE - LAWNDALE HS,,36,6,16.7,35,5,14.3,*,*,28,4,14.3,*,*,24,3,12.5,*,*,7,*,*,*,*,,,,,,,,,,,,,,,,,,,,
610567,BRIDGESCAPE - ROSELAND HS,,37,8,21.6,42,9,21.4,*,*,35,6,17.1,*,*,21,3,14.3,*,*,9,*,*,*,*,,,,,,,,,,,,,,,,,,,,
610568,PATHWAYS - AVONDALE HS,,76,18,23.7,61,16,26.2,6,37.5,75,16,21.3,6,37.5,54,9,16.7,*,*,51,10,19.6,3,30.0,,,,,,,,,,,,,,,,,,,,
610569,OMBUDSMAN - NORTHWEST HS,,59,17,28.8,64,25,39.1,12,48.0,64,12,18.8,4,33.3,45,17,37.8,7,41.2,7,*,*,*,*,,,,,,,,,,,,,,,,,,,,
610570,OMBUDSMAN - SOUTH HS,,95,21,22.1,78,19,24.4,10,52.6,89,21,23.6,9,42.9,39,5,12.8,*,*,,,,,,,,,,,,,,,,,,,,,,,,,
610571,OMBUDSMAN - WEST HS,,44,6,13.6,59,11,18.6,3,27.3,70,11,15.7,3,27.3,54,4,7.4,*,*,22,3,13.6,*,*,,,,,,,,,,,,,,,,,,,,
610573,CAMELOT - SAFE HS,,1,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610580,BRIDGESCAPE - HUMBOLDT PARK HS,,50,10,20.0,61,13,21.3,4,30.8,54,5,9.3,*,*,18,4,22.2,*,*,,,,,,,,,,,,,,,,,,,,,,,,,
610581,BRIDGESCAPE - BRAINERD HS,,52,9,17.3,29,8,27.6,*,*,17,2,11.8,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400010,ACE TECH HS,Closed,72,29,40.3,75,37,49.3,16,43.2,91,43,47.3,20,46.5,80,45,56.3,22,48.9,77,38,49.4,24,63.2,106,55,51.9,34,61.8,99,56,56.6,30,53.6,102,66,64.7,44,66.7,91,46,50.5,31,67.4
609707,ROBESON HS,Closed,27,13,48.1,36,21,58.3,6,28.6,50,22,44.0,10,45.5,56,26,46.4,9,34.6,78,34,43.6,13,38.2,125,49,39.2,21,42.9,132,70,53.0,34,48.6,125,56,44.8,29,51.8,184,73,39.7,42,57.5
